,track_uri,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo
178,3cxeuBMPyRbotbNjshcHmb,Santa Mar,A Flor de Piel,Montañera,2023-11-17,264000,27,0.721,0.366,0.431,0.000271,0.245,-10.318,0.039,120.048
179,7hjnkLjcqQ0Ck4tBcM74Vh,Tú - El Borde de Mi Arista,A Flor de Piel,Montañera,2023-11-17,286000,24,0.383,0.717,0.283,0.536,0.112,-15.271,0.0365,119.769
180,1aL1MzkHhfFJ8Sd2Ge392C,Como Una Rama,A Flor de Piel,Montañera,2023-11-17,204000,23,0.282,0.869,0.279,6.39e-05,0.215,-9.922,0.0318,87.352
181,4I8F7KfdfceJBcT9HniP1K,Bajar,A Flor de Piel,Montañera,2023-11-17,355000,23,0.171,0.839,0.254,0.00893,0.0883,-14.389,0.0314,74.545
182,4SHMCUMkKMJMLoT9VKLqcl,Me Suelto al Riesgo,A Flor de Piel,Montañera,2023-11-17,260000,22,0.501,0.913,0.181,0.216,0.0909,-16.072,0.0341,106.823
183,4M56DNMdZ1FlXV1KrsuU3R,Un Día Voy A Ser Mariposa,A Flor de Piel,Montañera,2023-11-17,380000,23,0.184,0.443,0.293,0.444,0.125,-14.862,0.0344,127.109
184,2S92ugdRMELqy1lCc6rhpp,Cruzar,A Flor de Piel,Montañera,2023-11-17,325000,20,0.186,0.892,0.155,0.489,0.111,-21.125,0.0433,74.3
185,6gd7PiUcQ8vrctWo7OCQMD,Opening,Philip Glass Solo,Philip Glass,2024-01-26,357000,47,0.284,0.993,0.131,0.922,0.0923,-25.559,0.0412,76.444
186,1SUcRc7EEIoKl4aGkpSkiu,Mad Rush,Philip Glass Solo,Philip Glass,2024-01-26,995000,43,0.188,0.987,0.126,0.893,0.0994,-24.212,0.0357,85.951
187,5Xer4tYkamfeLandOkn43l,Metamorphosis 1,Philip Glass Solo,Philip Glass,2024-01-26,446000,40,0.269,0.984,0.0406,0.837,0.0753,-28.633,0.0622,126.026
188,68iz4TWSC6w97xW1JWyZpK,Metamorphosis 2,Philip Glass Solo,Philip Glass,2024-01-26,451250,39,0.311,0.992,0.0568,0.892,0.0791,-26.827,0.04,116.341
189,5TIQV3QgIgl2Tt179jBf4x,Metamorphosis 3,Philip Glass Solo,Philip Glass,2024-01-26,377375,38,0.263,0.992,0.114,0.946,0.106,-23.643,0.0366,83.138
190,1SqvWAc26fzOIzmumJq29F,Metamorphosis 5,Philip Glass Solo,Philip Glass,2024-01-26,329062,37,0.288,0.989,0.0479,0.852,0.0783,-29.562,0.0617,116.586
191,5liS8eUMNQ1V3PRDBFrz7f,Truman Sleeps,Philip Glass Solo,Philip Glass,2024-01-26,279000,38,0.259,0.989,0.0605,0.872,0.121,-27.498,0.0418,69.217
192,3tI4WTrUoHgsPAvdtBDqNM,She Waits On Temple IV,Temple IV,Roy Montgomery,1996,727933,28,0.227,0.992,0.198,0.887,0.0792,-19.353,0.0347,82.561
193,4pWpjPVqXP2wWTcm58PKKY,Departing the Body,Temple IV,Roy Montgomery,1996,303733,26,0.279,0.588,0.268,0.893,0.0655,-12.65,0.0379,74.977
194,3qtE2HvFndz2slgVbNQDbB,The Soul Quietens,Temple IV,Roy Montgomery,1996,188400,26,0.223,0.99,0.225,0.973,0.107,-21.702,0.0276,97.738
195,6u6mFxwuyR3Xwqex0yMzZA,The Passage of Forms,Temple IV,Roy Montgomery,1996,570800,23,0.174,0.909,0.478,0.978,0.111,-17.516,0.0374,109.608
196,3e67d3NDm0eVe4v4wqRg5I,Jaguar Meets Snake,Temple IV,Roy Montgomery,1996,474800,24,0.28,0.33,0.216,0.681,0.206,-12.109,0.0376,74.657
197,4Oa6hJgVp1gUU9c6CH1KTs,Above the Canopy,Temple IV,Roy Montgomery,1996,885400,21,0.315,0.987,0.459,0.79,0.113,-12.803,0.0429,113.148
198,31z4SijEtmgf5vgGnRnFP6,Jaguar Unseen,Temple IV,Roy Montgomery,1996,144693,36,0.426,0.903,0.107,0.96,0.0908,-20.762,0.0431,80.506
199,5ioKCCMtdKWLS2JwicE9T0,99th Dream,99th Dream,Swervedriver,2024-01-19,326720,31,0.259,0.00441,0.837,0.000341,0.383,-10.663,0.0479,156.66
200,27Fgh9FKpqhY2PxNweTPxH,Up From The Sea,99th Dream,Swervedriver,2024-01-19,203505,27,0.329,0.00103,0.863,2.3e-05,0.476,-9.457,0.0582,122.187
201,6pRshkW2gtDfKIs70JV71u,She Weaves A Tender Trap,99th Dream,Swervedriver,2024-01-19,222373,26,0.311,0.0355,0.431,0.381,0.0989,-12.491,0.0315,141.416
202,7pipwVohFXonU50fk5CvUL,These Times,99th Dream,Swervedriver,2024-01-19,200992,29,0.481,0.000209,0.754,0.00623,0.128,-11.058,0.0326,117.095
203,7yIr4UjiWaIlpUWQAk1XnT,Electric 77,99th Dream,Swervedriver,2024-01-19,456166,25,0.256,0.00813,0.534,0.319,0.118,-11.616,0.0361,140.852
204,3eyhj1VQl8AyU8ERtn5kdj,Stellar Caprice,99th Dream,Swervedriver,2024-01-19,226047,24,0.365,0.000482,0.592,0.794,0.24,-12.317,0.0379,109.861
205,0P0dApOmEVgzuCe15ELNQG,Wrong Treats,99th Dream,Swervedriver,2024-01-19,262882,24,0.386,0.00487,0.457,0.000506,0.249,-11.529,0.0331,135.883
206,0C6IJY7EFQCyzKdEO0yQEn,You've Sealed My Fate,99th Dream,Swervedriver,2024-01-19,232399,22,0.218,7.42e-05,0.841,0.000289,0.125,-10.606,0.0554,124.972
207,2n4Mo2Ho30YEqm1hlgjjqF,In My Time,99th Dream,Swervedriver,2024-01-19,272133,21,0.408,0.000441,0.656,0.103,0.398,-10.444,0.0418,118.094
208,1kcyR05RPeLsCFgRQy497i,Expressway,99th Dream,Swervedriver,2024-01-19,213318,21,0.356,0.0464,0.567,0.353,0.135,-12.611,0.0365,167.846
209,6i6iUZrd34rhh9oOcjIx8Y,Behind the Scenes of the Sounds & the Times,99th Dream,Swervedriver,2024-01-19,424462,23,0.358,3.08e-05,0.867,0.0554,0.0791,-10.463,0.0561,135.671
210,4187MXdxM1yqCl0NdRmbnk,Why Say Yeah,99th Dream,Swervedriver,2024-01-19,193343,21,0.332,1.88e-06,0.795,0.58,0.201,-10.708,0.0494,110.784
211,2uJiXfmP6WDs7Skqw73oO4,93 Million Miles From The Sun (..and Counting),99th Dream,Swervedriver,2024-01-19,209199,22,0.223,0.0156,0.648,0.0,0.235,-10.985,0.0344,153.298
212,74VRobTt1YUJOx8erKa1kM,The Director's Cut of Your Life,99th Dream,Swervedriver,2024-01-19,280643,23,0.323,0.000307,0.699,0.153,0.204,-10.89,0.0331,164.092
213,0Kv8VBuI79GtAXSOwL5ovO,Straight Thru Your Heart,99th Dream,Swervedriver,2024-01-19,246700,25,0.441,0.0434,0.76,0.0629,0.175,-9.42,0.0396,145.363
214,3tP2P4KybC9wYVI8Pe41GT,Wall Of Eyes,Wall Of Eyes,The Smile,2024-01-26,305946,68,0.54,0.811,0.37,0.88,0.104,-14.859,0.0362,141.69
215,6o2yIQVzajJjRrgICzcfAf,Teleharmonic,Wall Of Eyes,The Smile,2024-01-26,310440,68,0.393,0.642,0.437,0.883,0.0968,-15.328,0.0366,173.917
216,4WlKWgWG030Cpatn5P6uGE,Read The Room,Wall Of Eyes,The Smile,2024-01-26,314440,68,0.546,0.381,0.646,0.729,0.092,-10.915,0.0283,123.084
217,0S8AJYklLvEHIA6J2Mfirx,Under Our Pillows,Wall Of Eyes,The Smile,2024-01-26,374040,66,0.251,0.0959,0.563,0.84,0.114,-12.337,0.0534,88.439
218,4lTLmo9aTyMJ1SoHa63WA6,Friend Of A Friend,Wall Of Eyes,The Smile,2024-01-26,275200,66,0.383,0.567,0.312,0.796,0.107,-12.037,0.0324,123.446
219,1AwmHLaRPX4970KLkbetPb,I Quit,Wall Of Eyes,The Smile,2024-01-26,332053,65,0.484,0.754,0.427,0.942,0.11,-14.505,0.0303,170.036
220,1xnVnK5ZHZaGEZ166eFpNJ,Bending Hectic,Wall Of Eyes,The Smile,2024-01-26,483973,65,0.312,0.583,0.451,0.72,0.107,-10.419,0.0402,114.513
221,7CqPRDUeEPcaAzadljKd38,You Know Me!,Wall Of Eyes,The Smile,2024-01-26,321733,62,0.425,0.992,0.22,0.665,0.0939,-14.343,0.0324,120.036
222,2cJq3u0BRlsGFOYqP9KidJ,Coming Home,COMING HOME,USHER,2024-02-09,195875,68,0.719,0.0853,0.799,0.0,0.0968,-3.693,0.0876,101.099
223,3jK1QRugwuAKAKOrtac7a2,Good Good,COMING HOME,USHER,2024-02-09,247100,68,0.744,0.0388,0.677,0.0,0.106,-4.819,0.108,140.991
224,2FPn9y8gvvrp9gydZmGpvT,A-Town Girl,COMING HOME,USHER,2024-02-09,212575,66,0.714,0.0873,0.728,0.0,0.323,-5.164,0.154,140.079
225,1XY0fx2ZCNPrWYC3GNavRp,Cold Blooded,COMING HOME,USHER,2024-02-09,196290,64,0.626,0.0503,0.559,1.26e-06,0.159,-6.209,0.0675,103.009
226,5brMixqQiQN4D60xmvrSts,Kissing Strangers,COMING HOME,USHER,2024-02-09,188206,72,0.729,0.158,0.577,1.94e-05,0.11,-7.093,0.138,164.931
227,52djc9NgBuA53Okyud2CfZ,Keep On Dancin',COMING HOME,USHER,2024-02-09,191541,64,0.68,0.327,0.657,1.69e-06,0.111,-6.163,0.112,143.935
228,6hKIFYVyCIy9A5Zb3005wX,Risk It All - From the Original Motion Picture “The Color Purple”,COMING HOME,USHER,2024-02-09,201347,65,0.512,0.893,0.256,0.0,0.124,-10.424,0.0293,88.021
229,0V0aCHGKkF4DYLUN9qVKKj,Bop,COMING HOME,USHER,2024-02-09,222985,63,0.476,0.663,0.42,0.0,0.273,-8.839,0.295,82.346
230,5W17fw8CYexMj4XvpM512f,Stone Kold Freak,COMING HOME,USHER,2024-02-09,214662,62,0.615,0.00114,0.858,3.83e-06,0.0945,-3.823,0.0502,170.032
231,6qltYwOOeBPILmT9qYuAYd,Ruin,COMING HOME,USHER,2024-02-09,181646,66,0.606,0.0508,0.57,1.26e-06,0.124,-6.74,0.177,195.825
232,7N19KSnHQ0WedIsU38aUsw,BIG,COMING HOME,USHER,2024-02-09,207845,60,0.68,0.0152,0.916,0.0,0.209,-3.787,0.0452,103.986
233,0vlKJXqCvW05Hb2efMix80,On The Side,COMING HOME,USHER,2024-02-09,183875,62,0.722,0.143,0.62,0.0,0.135,-5.158,0.143,93.984
234,1V4M6wZyVXdxbVDFncQRSj,I Am The Party,COMING HOME,USHER,2024-02-09,219463,61,0.535,0.143,0.631,0.0,0.246,-6.85,0.35,139.178
235,7keq4jvb3VhJPWUzQtK2nl,I Love U,COMING HOME,USHER,2024-02-09,197740,61,0.813,0.0377,0.588,0.0,0.0857,-3.866,0.0406,107.954
236,0SMkyHDWI9vNOCuSAeplj5,Please U,COMING HOME,USHER,2024-02-09,178333,60,0.752,0.103,0.632,0.0,0.157,-5.112,0.0399,139.999
237,2GhDxI6ZVYt4cohYbTnyzc,Luckiest Man,COMING HOME,USHER,2024-02-09,201672,60,0.606,0.0996,0.727,0.0,0.164,-3.539,0.172,143.75
238,01BaeOXz0uIKFV4eMFYEdv,Margiela,COMING HOME,USHER,2024-02-09,224526,59,0.669,0.353,0.648,0.0,0.113,-7.108,0.382,72.094
239,3CyKIKowUMXikHnY0X9Xnz,Room In A Room,COMING HOME,USHER,2024-02-09,137917,59,0.657,0.171,0.657,0.0,0.184,-6.916,0.0809,84.811
240,0RhVfLzcIHZHjMA1KVDiPb,One Of Them Ones,COMING HOME,USHER,2024-02-09,193532,60,0.673,0.031,0.679,0.0,0.114,-5.284,0.0368,90.043
241,0VdJH5Y7LioqkkYoyUI2XX,Standing Next to You - USHER Remix,COMING HOME,USHER,2024-02-09,214760,69,0.661,0.0513,0.824,0.0,0.381,-4.329,0.127,105.993
242,1eFVNyH4oQNk2IUxQJkpJN,Compassion,Compassion,Vijay Iyer,2024-02-02,290720,39,0.213,0.664,0.155,0.869,0.162,-27.369,0.0418,82.918
243,6RJsrmIhOVRyaXMztto2Hh,Arch,Compassion,Vijay Iyer,2024-02-02,373546,38,0.308,0.791,0.273,0.882,0.0986,-21.823,0.0338,96.433
244,7JBt1jGh7sYS1uCHt5kCxR,Overjoyed,Compassion,Vijay Iyer,2024-02-02,472853,37,0.44,0.755,0.352,0.901,0.0986,-20.669,0.0296,102.72
245,6cLDvmIs9HFzFpdhxEaPRk,Maelstrom,Compassion,Vijay Iyer,2024-02-02,276546,35,0.274,0.667,0.334,0.81,0.0942,-22.39,0.0322,82.542
246,1D42rwI1u5maD2UwlSPCJl,Prelude: Orison,Compassion,Vijay Iyer,2024-02-02,223933,35,0.442,0.913,0.019,0.679,0.078,-29.248,0.0437,54.276
247,13IIT8eCdZArowxI9pkPjn,Tempest,Compassion,Vijay Iyer,2024-02-02,384173,35,0.381,0.657,0.359,0.89,0.0913,-20.17,0.0373,99.737
248,39mPdAXRnXxxcfY8KzEXd9,Panegyric,Compassion,Vijay Iyer,2024-02-02,390576,33,0.345,0.829,0.194,0.901,0.0905,-22.505,0.0303,108.606
249,35f6MCVgCfUFI8IALPShhk,Nonaah,Compassion,Vijay Iyer,2024-02-02,152373,32,0.287,0.447,0.395,0.701,0.0966,-20.119,0.0565,68.242
250,3Is5xgW8eUYXgCadLBFjYH,Where I Am,Compassion,Vijay Iyer,2024-02-02,344826,32,0.356,0.815,0.187,0.877,0.103,-22.784,0.0338,116.164
251,6yFFEzxmLg9C7HQtOtMWla,Ghostrumental,Compassion,Vijay Iyer,2024-02-02,398493,32,0.309,0.664,0.32,0.833,0.108,-21.243,0.0378,171.581
252,4hLF7233eBrcJGLybvxsfO,It Goes,Compassion,Vijay Iyer,2024-02-02,189986,32,0.503,0.992,0.0048,0.896,0.113,-28.785,0.0443,70.949
253,1s35Qq2nSAn2B15BIp8YdV,Free Spirits / Drummer's Song,Compassion,Vijay Iyer,2024-02-02,434653,31,0.355,0.778,0.284,0.89,0.118,-23.32,0.0373,105.639
254,1eFVNyH4oQNk2IUxQJkpJN,Compassion,Compassion,Vijay Iyer,2024-02-02,290720,39,0.213,0.664,0.155,0.869,0.162,-27.369,0.0418,82.918
255,6RJsrmIhOVRyaXMztto2Hh,Arch,Compassion,Vijay Iyer,2024-02-02,373546,38,0.308,0.791,0.273,0.882,0.0986,-21.823,0.0338,96.433
256,7JBt1jGh7sYS1uCHt5kCxR,Overjoyed,Compassion,Vijay Iyer,2024-02-02,472853,37,0.44,0.755,0.352,0.901,0.0986,-20.669,0.0296,102.72
257,6cLDvmIs9HFzFpdhxEaPRk,Maelstrom,Compassion,Vijay Iyer,2024-02-02,276546,35,0.274,0.667,0.334,0.81,0.0942,-22.39,0.0322,82.542
258,1D42rwI1u5maD2UwlSPCJl,Prelude: Orison,Compassion,Vijay Iyer,2024-02-02,223933,35,0.442,0.913,0.019,0.679,0.078,-29.248,0.0437,54.276
259,13IIT8eCdZArowxI9pkPjn,Tempest,Compassion,Vijay Iyer,2024-02-02,384173,35,0.381,0.657,0.359,0.89,0.0913,-20.17,0.0373,99.737
260,39mPdAXRnXxxcfY8KzEXd9,Panegyric,Compassion,Vijay Iyer,2024-02-02,390576,33,0.345,0.829,0.194,0.901,0.0905,-22.505,0.0303,108.606
261,35f6MCVgCfUFI8IALPShhk,Nonaah,Compassion,Vijay Iyer,2024-02-02,152373,32,0.287,0.447,0.395,0.701,0.0966,-20.119,0.0565,68.242
262,3Is5xgW8eUYXgCadLBFjYH,Where I Am,Compassion,Vijay Iyer,2024-02-02,344826,32,0.356,0.815,0.187,0.877,0.103,-22.784,0.0338,116.164
263,6yFFEzxmLg9C7HQtOtMWla,Ghostrumental,Compassion,Vijay Iyer,2024-02-02,398493,32,0.309,0.664,0.32,0.833,0.108,-21.243,0.0378,171.581
264,4hLF7233eBrcJGLybvxsfO,It Goes,Compassion,Vijay Iyer,2024-02-02,189986,32,0.503,0.992,0.0048,0.896,0.113,-28.785,0.0443,70.949
265,1s35Qq2nSAn2B15BIp8YdV,Free Spirits / Drummer's Song,Compassion,Vijay Iyer,2024-02-02,434653,31,0.355,0.778,0.284,0.89,0.118,-23.32,0.0373,105.639
