,playlist_uri,playlist_name,track_uri,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo
1560,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4KiCVuwx1rcecnYooW8hbT,Wolves (Song of the Shepherd's Dog),The Shepherd's Dog,Iron & Wine,2007-09-25,297639,0,0.648,0.709,0.644,0.00779,0.136,-8.884,0.0381,163.935
1561,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,3vBsRZ0CmqKcelqjBNCDF7,Something Is,Late Night Final,Richard Hawley,2001-10-15,223000,0,0.189,0.554,0.595,0.00123,0.275,-9.245,0.0332,99.112
1562,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,3RzggZDNWe1L2dNB8nbMOI,Tonight,Coles Corner,Richard Hawley,2005-09-05,272386,40,0.249,0.966,0.201,6.22e-05,0.101,-15.344,0.0336,152.88
1563,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,79jKETb5YQLzi2i1LCCMph,Julia Gloria,Jen,Plums,2015-07-14,291000,0,0.391,0.0564,0.679,0.0367,0.13,-7.271,0.0288,131.544
1564,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,3Ejr9KZKtrvdeoVYfoKKAa,Splits Are Parted,Love,Amen Dunes,2015-12-08,231480,0,0.469,0.732,0.538,0.093,0.0992,-6.671,0.028,104.411
1565,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,1h59F6KsDeoJ68qm2yCgCy,666,666,Sugar Candy Mountain,2016-07-08,255552,0,0.445,0.0022,0.724,0.000328,0.0628,-6.154,0.0256,99.548
1566,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,5aLqrxROcZn9N6sLgJa5PW,Rain,Rain Forest (Reissue),Walter Wanderley,1966-01-01,228026,0,0.468,0.967,0.193,0.836,0.086,-17.65,0.0363,66.666
1567,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2RD1r9eKDTRs6hiN9RR9UC,Grand New Spin,The Glow,Gold Celeste,2015-09-11,215333,16,0.475,0.926,0.336,0.927,0.0732,-10.475,0.0272,80.076
1568,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2QVtMPqs1npiIm4ZaEMjK3,But a Poem,The Glow,Gold Celeste,2015-09-11,68646,16,0.414,0.954,0.326,0.658,0.119,-13.223,0.0287,147.473
1569,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4zQLZPcTl8hJC5pJtooT3h,Trying to Get to You,Elvis Presley,Elvis Presley,1956-03-23,150720,44,0.551,0.453,0.663,6.31e-06,0.341,-8.681,0.0499,103.817
1570,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4c3N9DQVFcOk0b3ozwagHU,Color of Anyhow,Beverly Glenn-Copeland Album,Beverly Glenn-Copeland,2018-04-13,234234,0,0.308,0.897,0.314,0.579,0.0906,-11.999,0.0306,79.903
1571,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2EYiv0R78yGNdtnYT068Ot,Cheap Spanish Whine,Richard Hawley,Richard Hawley,2001,202986,0,0.77,0.983,0.275,0.946,0.104,-13.161,0.0425,80.998
1572,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,6TVF3IDy7LpY0oBQl9RY07,Don't Blame Yourself,Star Stuff,Chaz Bundick Meets The Mattson 2,2017-03-31,493096,0,0.417,0.0346,0.843,0.647,0.343,-5.654,0.0535,97.453
1573,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,1dKo7nf3mdurZX7hNOHn4X,This Place,This Place,Retiree,2015-06-22,390000,0,0.768,0.184,0.717,0.519,0.205,-8.899,0.0441,117.998
1574,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,0QFFEw6XDbQigtqDDkkAUx,Dream Team,Small Reveal,Aidan Knight,2012,427040,0,0.284,0.352,0.354,0.361,0.167,-12.42,0.0364,142.052
1575,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,5625IOZTkOlm0zR3nPocbT,You Are Not Here,Each Other,Aidan Knight,2016-01-22,214840,0,0.631,0.486,0.53,0.574,0.291,-9.722,0.0338,125.018
1576,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4g9i8vTT4N4JDBLLbVqldY,Moonlight In Vermont,Getz For Lovers,Stan Getz,2002-01-14,145360,24,0.334,0.869,0.291,0.0641,0.236,-12.568,0.0326,123.898
1577,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,1UugrF8Mq74QIaU9q36dAh,Cosmic Lines,Cassette for You,BOY DUDE,2017-11-03,247827,23,0.641,0.494,0.383,0.371,0.223,-11.733,0.0612,166.411
1578,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,49wPFpAtFLkqhNBfmwUruI,Dusty Eyes,Bedouine (Deluxe),Bedouine,2017-12-01,277773,0,0.494,0.628,0.268,0.0179,0.178,-11.82,0.0283,118.995
1579,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,6eT2fNwiVD04D3R4uP5qOv,Only A Fool Would Say That,Can't Buy A Thrill,Steely Dan,1972-01-01,176266,0,0.803,0.712,0.531,0.0,0.197,-11.967,0.0348,130.05
1580,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,1qJFELOwGd9ZpymmibWwq0,Empty Promises,A Folk Set Apart,Cass McCombs,2015-12-11,265760,10,0.609,0.00871,0.493,0.0284,0.105,-7.882,0.0305,107.354
1581,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4VDXn4IagS7UgViynXWMXX,Dos,Dos,Juan Wauters,2019-05-15,141412,0,0.576,0.634,0.44,0.00191,0.111,-7.037,0.0288,132.192
1582,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,5EjBqevtystTt1VvCZ2E7L,Baltimore (County Line),Baltimore (Sky At Night) b/w Baltimore (County Line),Kevin Morby,2017-10-25,266253,0,0.634,0.306,0.444,0.00372,0.23,-11.571,0.0339,124.941
1583,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,09mH2hqbyL6k809ofmyRgk,Know Names,Slyish,DJ Harrison,2016-04-08,140284,19,0.642,0.634,0.651,0.812,0.131,-11.547,0.0335,106.442
1584,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,3xt1vCZbPAdnsgWbKx5cVX,No Faraway Star,Michael Nau & the Mighty Thread,Michael Nau,2018-08-03,180092,0,0.507,0.134,0.825,0.111,0.336,-6.771,0.04,117.705
1585,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,545aniMXrYCv3bISws5iNz,Funny In Real Life,Michael Nau & the Mighty Thread,Michael Nau,2018-08-03,170507,0,0.592,0.771,0.408,0.000539,0.105,-9.652,0.03,116.818
1586,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,6Z7DJhpNYsppUWTLGJvBE1,Funny How Time Slips Away,Billy Walker Songs of the 60s,Billy Walker,2014-12-07,173266,6,0.419,0.955,0.168,8.73e-06,0.107,-13.509,0.0427,74.835
1587,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,0D0jKTdHc5eXtBZb7nEI45,Funny How Time Slips Away,Platinum - A Life In Music,Elvis Presley,1997-07-15,259266,30,0.407,0.585,0.403,0.0607,0.308,-12.535,0.0252,96.875
1588,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,7DknxQ1i4BakSlfoyz8F0L,Like Going Down Sideways,Like Going Down Sideways,Cut Worms,2017-09-15,281817,0,0.435,0.805,0.394,0.00858,0.108,-6.87,0.0272,78.308
1589,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,1wNtV7b6Z8QtbxDsY2SGVB,Well Acquainted,In Heaven,Dick Stusso,2018-03-02,175006,0,0.358,0.743,0.371,0.0491,0.108,-11.64,0.0629,100.259
1590,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,0h7TQ5wluxOoRT6IA8Ying,Pais Nublado,This Is How You Smile,Helado Negro,2019-03-08,272229,20,0.587,0.828,0.356,0.00315,0.4,-13.187,0.0408,136.042
1591,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2JaJnng9jCJTptnnHodP8T,Run Through The Jungle,Cosmo's Factory (40th Anniversary Edition),Creedence Clearwater Revival,1970-07-25,184746,0,0.631,0.0491,0.581,0.0739,0.108,-8.306,0.0344,136.402
1592,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,7GbwFf2hsAZahUNI4j5vbn,Mis,Rules,Alex G,2012-01-15,200680,0,0.503,0.804,0.329,0.31,0.165,-11.404,0.0338,61.662
1593,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4twxnnTwdGvF9CDfNDpY5s,Storefront,Stay a While,The Cactus Channel,2017-11-03,311077,32,0.457,0.455,0.539,0.0376,0.119,-9.502,0.0335,152.329
1594,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,218fyvRaSQjuwFEhuWQAQF,Playing with Fire,Drivers,Nick Leng,2016-06-03,277734,0,0.603,0.0388,0.537,0.095,0.11,-7.672,0.0268,99.995
1595,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,5up1C5viCrQisLnrFXMkjW,Like Going Down Sideways,Alien Sunset,Cut Worms,2017-10-20,281817,0,0.435,0.805,0.394,0.00858,0.108,-6.87,0.0272,78.308
1596,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,0l18aWhsCopwklEg5BMOx8,Enchanté,enchanté EP,Jitwam,2019-12-06,275997,0,0.712,0.625,0.745,0.14,0.195,-11.509,0.0834,118.993
1597,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,03R98jsbedDpyZmB1tFfZm,Allocate,The Horizon Just Laughed,Damien Jurado,2018-07-06,282680,0,0.458,0.675,0.362,0.0153,0.105,-12.289,0.0253,77.032
1598,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2trqZqRC1YiTUzu2DKIKXz,TAQOMA,Visions of Us on the Land,Damien Jurado,2016-03-18,221106,0,0.32,0.0378,0.476,0.662,0.16,-7.103,0.0311,110.612
1599,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,20UCP0FFwXJSvdE1uPasAU,Walrus,Visions of Us on the Land,Damien Jurado,2016-03-18,193013,0,0.675,0.138,0.875,0.9,0.315,-5.707,0.0324,125.032
1600,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4WFWh42DCkPCjcjqITk54S,Different This Time,Lake Tear of the Clouds,Cornelia Murr,2018-07-13,233048,55,0.39,0.8,0.384,4.47e-05,0.118,-12.317,0.0326,106.084
1601,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,7DYaEBQbj6FQCsgPr0uc6p,Please Be Mine,Please Be Mine,Molly Burch,2017-02-17,303626,0,0.34,0.192,0.423,0.000106,0.101,-7.141,0.0292,122.563
1602,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,6JoS7ssf3K7YyrReqLBD6V,I Adore You,Downhearted,Molly Burch,2016-09-16,351679,0,0.397,0.784,0.302,9.2e-05,0.15,-8.936,0.0277,114.436
1603,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,5mqQrMiUB1mvpbnbYYH3WS,Between the Lines (feat. Keyon Harrold & Sparkz),Beautiful Vinyl Hunter,Ashley Henry,2019-09-06,287173,24,0.53,0.289,0.529,0.000838,0.0662,-10.753,0.0555,95.319
1604,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,3KCfdD7tcWao5tCLdvjRW6,Cotton & Velvet,Paranoid Cocoon,Cotton Jones,2009-01-27,234320,34,0.359,0.525,0.5,0.298,0.299,-9.565,0.0884,115.031
1605,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,5OQaeU3MX9nMxQI7guLLGC,Don't Know How To Keep Loving You,Crushing,Julia Jacklin,2019-02-22,332986,45,0.593,0.198,0.416,0.000162,0.106,-6.524,0.0274,132.094
1606,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2Hhx5Z3TQIVB1MlNRsyNLR,The Way I Feel,Gentle Spirit,Jonathan Wilson,2011-08-15,247520,26,0.476,0.344,0.759,0.452,0.143,-7.346,0.0346,114.908
1607,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,75MWoldAay6V2KwhzobKz3,Can We Really Party Today?,Gentle Spirit,Jonathan Wilson,2011-08-15,400866,33,0.388,0.22,0.261,0.000576,0.137,-11.631,0.0321,126.193
1608,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2hvF9uAtctqKcZrMGBHTdE,Canyon in the Rain,Gentle Spirit,Jonathan Wilson,2011-08-15,387560,18,0.581,0.358,0.26,0.019,0.12,-14.102,0.0328,130.136
1609,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,1kssnTbnPekNYlyvm6S7XJ,Ugly Dress,Moon Rocks,Jesse Woods,2010-08-17,158586,0,0.399,0.693,0.604,0.0,0.38,-3.628,0.0646,160.585
1610,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,5DHcr5rqE7S4ONXWjNpoLt,Turkey Vulture,Wimberley,Jesse Woods,2021-09-15,148359,0,0.657,0.135,0.461,0.000982,0.107,-7.748,0.0243,106.96
1611,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2QWUeo4MTa0OMqzGaqBMqw,A.O.C.,Wimberley,Jesse Woods,2021-09-15,167746,0,0.602,0.716,0.558,0.0183,0.192,-8.003,0.0239,137.923
1612,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2xOxJOUCQRc4nMIwwHAKI7,If I Could Find You (Eternity),Moonlust,The Holydrug Couple,2015-05-12,180848,53,0.557,0.0469,0.457,0.015,0.179,-9.349,0.0343,67.015
1613,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,5eGtZNmN41S6JMydAySZTK,That Feeling,That Feeling / Eastover Wives - Single,Dent May,2010-09-14,166000,11,0.538,0.372,0.693,0.0,0.336,-5.947,0.0309,120.025
1614,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,0fxJy1wxAb2bSxaJy02RAi,Idol Eyes,Idol Eyes,Common Saints,2020-06-26,288426,58,0.502,0.175,0.631,0.0632,0.099,-7.462,0.0292,173.859
1615,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,0xUfQOLquIo9Hj2I8HHAOL,A Boat To An Island Pt. 2 / Agatha's Song,Noonday Dream,Ben Howard,2018-06-01,293746,35,0.277,0.868,0.209,0.847,0.0847,-14.874,0.0269,98.998
1616,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,7dGRFEsRY9vwqGgczE05I2,There's Your Man,Noonday Dream,Ben Howard,2018-06-01,278573,40,0.605,0.56,0.831,0.124,0.0602,-7.442,0.0567,149.885
1617,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2MrUkfI2yIfVRxGPuHKnYa,Is It Raining For You?,In-Between Lines,Jesse Madigan,2022-07-08,219640,0,0.305,0.404,0.381,0.807,0.144,-12.398,0.0279,61.733
1618,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4echak6cub81L4HEws3UTa,Don't Forget,WARM,Jeff Tweedy,2018-11-30,210493,0,0.738,0.056,0.618,0.202,0.098,-10.0,0.0281,118.759
1619,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,3s8IWXKFSe88fGIkYKrd7Q,Fulton,Other You,Steve Gunn,2021-08-27,186413,15,0.588,0.177,0.653,0.00425,0.267,-7.819,0.0287,125.006
1620,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,4xAoAhePzV9rQb0NTHHzFJ,Reflection,Other You,Steve Gunn,2021-08-27,205666,12,0.512,0.842,0.244,0.00909,0.106,-9.665,0.0318,94.03
1621,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2ic2OfNhBkV3neQfr3vyzO,Ever Feel That Way,Other You,Steve Gunn,2021-08-27,331226,11,0.615,0.872,0.339,0.0139,0.12,-12.033,0.0282,114.009
1622,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,6HymeCvipYTpRqgw5qktkV,Wading In Waist-High Water,Shore,Fleet Foxes,2021-03-19,135013,40,0.399,0.908,0.101,0.0137,0.111,-15.292,0.0311,127.289
1623,spotify:playlist:1XY1aercrVWN4jhTiBqSBe,cool,2vcbv3kdnJOoHs0et1zMVL,Library,Library,Water Signs,2023-06-07,276000,3,0.216,0.0177,0.243,0.412,0.123,-11.172,0.0341,135.688
1624,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,0dv4GFdtSqEQaC16jN0izF,Color Theory,Singles EP,Tea Leigh,2017-11-14,244363,0,0.583,2.4e-05,0.768,0.865,0.139,-5.852,0.0286,109.981
1625,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,68rJ0H3kRU7w6Px2pWsH0M,It's Late,Cola,A Beacon School,2018-03-23,366156,0,0.588,0.498,0.631,0.949,0.221,-8.038,0.052,108.999
1626,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,0aTCYSAopPCUlS7psg83p0,Ash,Cola,A Beacon School,2018-03-23,232858,0,0.573,0.0472,0.621,0.369,0.0742,-7.598,0.0279,133.973
1627,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,6WCKYWWi8yVnAnRAFqD97U,The Sea Liner MK 1,A New Place 2 Drown,Archy Marshall,2015-12-10,216522,0,0.632,0.369,0.645,0.586,0.111,-11.609,0.127,133.889
1628,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,0hC4uiUMMJpmS9LQ0rjeBc,New Builds,A New Place 2 Drown,Archy Marshall,2015-12-10,93966,0,0.722,0.698,0.399,0.0307,0.115,-14.862,0.0814,102.14
1629,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,65MEOt04UbuReNnJbWd87s,Vacuum Boogie,Vacuum Boogie Ep,Floating Points,2009-09-28,368866,0,0.841,0.0746,0.555,0.664,0.0659,-10.65,0.164,115.995
1630,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,4LMlviHZfDUXWIZhvGEAKi,Young,Fit Me In,Frankie Cosmos,2015-11-13,122298,0,0.495,0.439,0.362,1.67e-05,0.127,-8.737,0.0539,104.937
1631,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,7y79WtHkMzby7uFxdz3NZ3,Czech One,The OOZ,King Krule,2017-10-13,255136,0,0.402,0.935,0.211,0.0056,0.129,-14.339,0.0524,78.894
1632,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,4W8iitrK5csxU1kqBeT5Js,Peach Pit,Sweet FA,Peach Pit,2016-10-03,287080,0,0.511,0.00331,0.804,0.00173,0.129,-5.364,0.0395,123.915
1633,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,0CyRloqqjpeKEAd3cO6J6z,We're Not Just Friends,We're Not Just Friends,"Parks, Squares and Alleys",2015-09-03,187820,50,0.655,0.502,0.653,0.75,0.0781,-7.488,0.0278,114.995
1634,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,4mZJRElsvqXAXibHFEWLAF,All Your Words,Emotional Heat 4A Cold Generation,JIL,2018-07-20,213169,0,0.482,0.00986,0.635,0.00641,0.421,-8.677,0.0785,146.979
1635,spotify:playlist:5iFLdMRVU4EZAmYTGjUJAM,le roadtrip playlist,3Rl26h1HiMCV0HFHHVb2IM,Heaven Up There,Life After,Palace,2019-07-12,437577,59,0.424,0.168,0.42,0.124,0.107,-10.536,0.0373,138.079
1636,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,046r9OIF1bHuTeZoyk3b6r,I Already Forgot Everything You Said,Midnight Flowers,The Dig,2012-05-29,305359,47,0.541,0.522,0.475,0.144,0.0805,-10.989,0.0378,116.444
1637,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,5y4MDqm1PYa2T1vT6vboJI,Radio Cure,Yankee Hotel Foxtrot,Wilco,2002-04-16,308533,37,0.481,0.532,0.201,0.0126,0.111,-15.272,0.0344,79.072
1638,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,6uyZDvXO9CQcT0MfQCYtrj,"Far, Far Away",Being There,Wilco,1996-10-29,200333,34,0.623,0.63,0.36,0.148,0.0988,-11.711,0.0276,110.868
1639,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,7DazBjEUpTtyJmiiihvF5Z,The Lonely 1,Being There,Wilco,1996-10-29,288773,26,0.277,0.885,0.189,0.0042,0.114,-13.409,0.04,178.821
1640,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,20byjuLA86KfF9qjzxiwWG,Graceless,Trouble Will Find Me,The National,2013-05-27,275400,0,0.438,0.154,0.852,0.726,0.112,-6.379,0.177,171.988
1641,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,5TdAmW1voWIgQumdTUH5zn,Afraid Of Everyone,High Violet,The National,2010-05-10,259093,0,0.527,0.504,0.778,0.8,0.0997,-7.639,0.0508,126.027
1642,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,5bmlHGoCE6rBsGVHx7RDLi,Mistaken For Strangers,Boxer,The National,2007-05-21,210960,0,0.535,0.0497,0.927,0.857,0.319,-5.306,0.031,133.01
1643,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,4fpEuKIzTLmMJnYwFU0oqr,Death with Dignity,Carrie & Lowell,Sufjan Stevens,2015-03-31,239508,0,0.51,0.986,0.16,0.017,0.113,-21.03,0.0395,170.063
1644,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,5ZSFvbfORKIu0We3UoJnCA,Casimir Pulaski Day,Illinois,Sufjan Stevens,2005-01-01,353960,0,0.666,0.922,0.179,0.0014,0.272,-14.812,0.0446,133.91
1645,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,21eD2g38uqFvZB5ZSXUuZZ,Tahquamenon Falls,Michigan,Sufjan Stevens,2003-01-01,138533,0,0.65,0.975,0.371,0.864,0.094,-15.861,0.0437,113.449
1646,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,6T8qnBbc2rxlWLiweD1e5M,Blue Ridge Mountains,Fleet Foxes,Fleet Foxes,2008-06-03,265773,0,0.524,0.688,0.446,0.000745,0.101,-7.823,0.0275,97.856
1647,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,6kzi5LTg5uECin8pC34nxV,Montezuma,Helplessness Blues,Fleet Foxes,2011-05-03,217120,0,0.314,0.854,0.308,0.0117,0.0993,-9.117,0.0283,99.214
1648,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,1pbOvzdkL5iujppWgzBQdS,Helplessness Blues,Helplessness Blues,Fleet Foxes,2011-05-03,303386,0,0.324,0.0781,0.463,5.63e-06,0.103,-7.247,0.0336,125.295
1649,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,1H5N26VqHR4JhuaRKY2I0u,Heaven Knows I'm Miserable Now - 2011 Remaster,Louder Than Bombs,The Smiths,1987,215760,71,0.609,0.028,0.759,0.0,0.183,-4.862,0.0276,114.045
1650,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,0VJZtH2OjNKskNegMVIzYR,That's Not Me - Mono,Pet Sounds (Original Mono & Stereo Mix),The Beach Boys,1966-06-16,150106,40,0.598,0.565,0.553,6.76e-06,0.079,-7.473,0.0291,116.04
1651,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,4CuO8TINNqM3D7aUdNQ3zG,I Just Wasn't Made For These Times - Mono,Pet Sounds (Original Mono & Stereo Mix),The Beach Boys,1966-06-16,195533,41,0.22,0.513,0.581,0.0,0.168,-5.877,0.0374,186.427
1652,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,1oryhqQ4hxJzT5TfKGQTCc,Let Her Go,Salad Days,Mac DeMarco,2014-03-28,182613,38,0.6,0.00422,0.676,0.135,0.175,-7.574,0.0304,111.104
1653,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,1D7JirtD1GEjToUQcR0iK2,My Sympathy,God Is Saying This to You…,Kurt Vile,2009-01-01,150760,0,0.548,0.652,0.285,0.328,0.0775,-14.962,0.0315,107.287
1654,spotify:playlist:1A5KSC3vu800SM0rVRjuDx,feelin' down,72uGzzpAcDuLge9d536Jmp,Blackberry Song,Childish Prodigy,Kurt Vile,2009-10-05,206320,0,0.541,0.867,0.403,0.942,0.154,-11.653,0.0328,97.932
1655,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,4jIO4fWetRQXS6Tw1XbhWD,Fisherman,Heart Of The Congos,The Congos,1977,328240,48,0.604,0.432,0.458,0.00446,0.0804,-15.055,0.161,174.248
1656,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,08a8itPQ17aUxWtLbsjOI0,Strange - Single Version,Greatest Hits,Patsy Cline,2003-01-01,131266,0,0.599,0.799,0.297,0.0,0.222,-10.144,0.0319,124.251
1657,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,3rpeQHh64aEd2KQyetRozW,NOBO,Wayne Interest,Tijuana Panthers,2014-06-03,247389,0,0.398,0.0571,0.776,0.0172,0.303,-7.388,0.0374,110.815
1658,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,6kgdqS2d9vnpieaqAW2ZWt,Night Vision,Ritual In Repeat (Deluxe),Tennis,2014-09-09,256386,27,0.524,0.0182,0.603,1.96e-06,0.1,-5.565,0.0256,81.015
1659,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,3HQYzdlEgPBihaxvEwExZU,Alter Ego,InnerSpeaker (Collector's Edition),Tame Impala,2010,287613,0,0.31,0.0142,0.844,0.224,0.0914,-3.582,0.0497,129.111
1660,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,0fDFzVTG8c2fW9EM5f1RHM,Indian Food,Quantum Leap,Dumbo Gets Mad,2013-09-22,213786,47,0.561,0.766,0.895,0.67,0.124,-4.903,0.0529,86.808
1661,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,0BeAL5sGX7mxLNDWUJ36Ci,I Am The Changer,Paranoid Cocoon,Cotton Jones,2009-01-27,394840,0,0.634,0.784,0.529,0.000805,0.0902,-10.026,0.0284,122.015
1662,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,2hhGE4ukKuNUsHAX9uqs0G,Reflections After Jane,Suburban Light (Remastered),The Clientele,2001-04-24,204386,0,0.479,0.773,0.329,0.198,0.102,-12.175,0.0257,102.706
1663,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,2EjQHNY358J7m1nUeMaWFw,Killin The Vibe,Ducktails III: Arcade Dynamics,Ducktails,2011-01-18,259186,0,0.575,0.729,0.921,0.0955,0.128,-3.085,0.0533,125.583
1664,spotify:playlist:0StePlsbeAvO64bMxPmg5P,calvo swag daddy's bag of tunes,4DxettIzK3wOpaSAUbB7GA,Maybe Lately,Five Roses,Miracle Fortress,2007-05-22,193560,31,0.3,0.738,0.559,0.937,0.098,-6.526,0.0376,129.925
