,playlist_uri,playlist_name,track_uri,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo
0,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,6cnKuCPGd2n4DC19J8QbPv,November,Music For Home,Brian Green,2021-09-30,73624,37,0.59,0.982,0.23,0.942,0.109,-20.111,0.193,158.164
1,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,5XTW6cmcoxaJzBylXqqvtE,Mammoth Star,Luminous,Golden Brown,2022-04-08,182176,38,0.529,0.831,0.24,0.949,0.114,-19.189,0.0331,133.016
2,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,5Aueq9Aii18prdITRbm8Zf,Captain's Flat,Soon,Hana Stretton,2023-01-24,214938,31,0.368,0.873,0.446,0.86,0.402,-17.789,0.0624,128.754
3,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,1lMXzhTQZsx4Z31gWlujpY,Captain was a Cow,Soon,Hana Stretton,2023-01-24,116717,40,0.53,0.98,0.095,0.908,0.123,-23.919,0.0403,131.485
4,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,1eETxVzjZL4bfNupgfcLl3,White horses,2012-2016,Tyler Burkhart,2019-03-01,166080,37,0.344,0.933,0.0536,0.954,0.11,-29.819,0.0368,171.558
5,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,7IAJGCMkGDw9qM8UymtQoY,lakes,Mia Gargaret,Gia Margaret,2020-06-12,97520,41,0.392,0.967,0.335,0.931,0.376,-22.744,0.0577,73.722
6,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,23ZDoQk3CDCKVkZPYuOWIh,Lately In Another Time,If I Am Only My Thoughts,Loving,2020-01-31,230822,20,0.678,0.728,0.66,0.228,0.132,-6.309,0.0261,96.752
7,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,0WgwG41CeaJt21sCUHiSIy,Nihilist Kite Flyer,If I Am Only My Thoughts,Loving,2020-01-31,182878,28,0.603,0.863,0.621,0.8,0.0964,-7.761,0.0295,80.17
8,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,52Bg6oaos7twR7IUtEpqcE,Between The Bars,Either/Or,Elliott Smith,1997-02-25,141280,69,0.522,0.929,0.074,0.765,0.108,-23.625,0.0598,135.298
9,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,3UN7R1teOKhmB8SnxtwiPK,Dragon New Warm Mountain I Believe in You,Dragon New Warm Mountain I Believe In You,Big Thief,2022-02-11,283763,53,0.312,0.766,0.471,0.0185,0.162,-11.464,0.0353,173.699
10,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,1BzxTvgMM5Ve4acPQHYfL3,The Only Place,Dragon New Warm Mountain I Believe In You,Big Thief,2022-02-11,194251,46,0.45,0.927,0.248,0.00025,0.107,-10.705,0.0353,117.405
11,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,5MrnbB9ypfohHPRDD3vHou,so well,homeward (ep),Ann Annie,2022-07-09,192116,40,0.305,0.862,0.299,0.641,0.066,-15.38,0.0335,75.763
12,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,0W3hYZhMQlXxJFMbcU3OKe,It's Infinite,Hannah,Lomelda,2020-09-04,174465,48,0.555,0.894,0.241,0.276,0.111,-17.223,0.0302,136.91
13,spotify:playlist:3XMV8tlCUjSsDIyGixXENN,the kind of music ive been missing in my life for too long,6hp729YavhhHeH62B2QH6J,Wall Of Eyes,Wall Of Eyes,The Smile,2023-11-13,305946,56,0.54,0.811,0.37,0.88,0.104,-14.859,0.0362,141.69
14,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,6PVvAvF7w1F65Wnkhc54Cw,Lily Flower (Adele) - Jesse Bru Remix,Fragments - EP,Soul Wun,2021-08-06,326624,39,0.745,0.0701,0.543,0.756,0.265,-13.65,0.0481,122.017
15,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,5bcK2BUmjupoYWjagNJrxU,Teacups - Chaos In The CBD Remix,Teacups (Chaos In The CBD Remix),Sorceress,2013,330698,29,0.801,0.56,0.828,0.908,0.11,-9.61,0.0525,120.016
16,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,0OlM5w1RG9fJp8gGMKFZNr,Double Dribble,Multiverse,Chaos In The CBD,2018-09-03,361862,27,0.803,0.0317,0.764,0.906,0.0933,-9.587,0.0451,121.969
17,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,0sSOYCHLM4NaRbBGy9I6Vq,Possession,Occasion,Saskatchewan,2013-04-30,272654,7,0.663,0.013,0.706,0.845,0.0847,-8.511,0.0325,96.987
18,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,7feAiWu7r29nk1kUgEpL7c,Beneath The Sheets,Beneath The Sheets,Donny Benét,2018-11-01,520885,0,0.723,0.0179,0.494,0.83,0.156,-11.336,0.05,105.012
19,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,3ghjtAc0L7zOZAx0zdzSDU,Only Child,Weekend at Donny's,Donny Benét,2014-09-26,300232,13,0.591,0.141,0.567,0.136,0.0985,-9.52,0.0338,111.691
20,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,5ovtRPwMmmE5iKTkgI60Bw,Housework,Alishan Forest Railway / Housework,Jon Sable,2018-08-09,408427,28,0.793,0.0324,0.957,0.881,0.0924,-10.007,0.076,125.999
21,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,6syv9meXafns0UbFE1KRdg,Tastes Like Freedom - Chaos In The CBD Remix,Tastes Like Freedom (Chaos In The CBD Remix),30/70,2021-07-14,350000,33,0.377,0.00316,0.508,0.894,0.0917,-10.397,0.0503,157.483
22,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,3assFQOhzidEmQNX8vDr76,HOLY ROLLER,ART MAKE LOVE,30/70,2023-02-17,276626,23,0.847,0.361,0.57,0.00782,0.104,-7.101,0.0458,109.968
23,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,1cQEQ0p0zEZlSaWdV7zkW1,Sorry That I'm Drifting,Sorry That I'm Drifting,Buddy Love,2018-09-14,353296,12,0.784,0.003,0.742,0.712,0.491,-10.643,0.0843,115.004
24,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,1FAL6jmxa7oIZxmqZFZZL4,Drama,Baduizm,Erykah Badu,1997-01-01,362600,47,0.676,0.0164,0.437,0.425,0.0838,-8.014,0.0921,172.137
25,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,4OfLAsv21hanchvhVSJv3v,Unchained,Listen to Your Heart,Session Victim,2017-06-02,180862,42,0.663,0.405,0.518,0.942,0.0833,-16.34,0.0505,91.008
26,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,43NvxuP9EftJDY1KZv4k2X,I Hadn't Known (I Only Heard),You Are Here,Various Artists,2003-11-10,442133,40,0.834,0.145,0.696,0.722,0.103,-12.583,0.0781,123.369
27,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,70SutQvgL7XOXgZETZ48Vf,Highland Spring,No Moon - 653 Miles,No Moon,2020-03-06,301002,33,0.593,0.0131,0.61,0.93,0.622,-11.059,0.0335,121.997
28,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,4LRw4FEgsWAZ87EagBVQWd,Dream Story,Committed Language,Laura Groves,2015-02-19,276831,30,0.691,0.536,0.669,0.0337,0.306,-8.854,0.0439,140.992
29,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,2zMGp9sLqwuWowUcm53WAX,Godson of House,Godson of House,Kareem Ali,2021-01-01,516409,33,0.647,0.0395,0.63,0.713,0.134,-12.238,0.0845,128.045
30,spotify:playlist:2gc57DKruHDoeGx9DnPgyZ,Cooking,6NK6YFjxpLMpaqt6YKfIDA,Freedom,Freedom,Jordan Rakei,2024-01-22,250368,55,0.727,0.345,0.651,6.62e-05,0.244,-7.557,0.0926,90.0
31,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,2gCdjV9QI2546gqC7xzyU2,The Praetorian,The Killer,Shed,2012-07-27,142730,37,0.337,0.108,0.4,0.868,0.0927,-20.335,0.0611,114.8
32,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,57wHS07u575YMXTA6yPsj1,... Can't Feel It.,The Traveller,Shed,2016-10-21,47943,11,0.503,0.813,0.00342,0.954,0.296,-18.591,0.0565,134.497
33,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,4lQxG3R78R0Rgl9kM4C2xZ,Flick,Upsides & Sideways,Fluxion,2018-01-26,229906,18,0.871,0.345,0.433,0.757,0.0733,-15.386,0.109,120.013
34,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,0IS1suFcLRha4dotjSltIJ,Reverbs and Delays,The Inescapable Decay of My Heart,Yagya,2012-08-14,329533,35,0.707,0.524,0.48,0.865,0.0957,-17.431,0.0369,124.002
35,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,10yA7zgXZ9lHc1EBOsWoyr,Spectrum I - Absorption (Complement),Spectrum,Dublicator,2011,258680,22,0.161,0.782,0.37,0.769,0.11,-20.296,0.0357,75.837
36,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,1rwXXiDFoAR1Dcxy9ckYme,Follow the Leader,The Killer,Shed,2012-07-27,238964,13,0.371,0.0828,0.501,0.897,0.0457,-12.397,0.0671,121.005
37,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,0IrrY7K6VwEjuhQTogbIAy,Winter Calmness,Seasons,Martin Schulte,2017-02-01,362731,22,0.789,0.0154,0.604,0.887,0.0873,-13.607,0.0939,120.005
38,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,56blK4wrfSASmWtoQJoDaH,migration of fish,Ocean,Martin Schulte,2019-01-23,308608,21,0.713,0.0364,0.473,0.815,0.0935,-14.787,0.0383,122.039
39,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,2AoNzlb1ukUpL18utlkgsA,Bb2,Plant Age,Terekke,2018-02-09,226626,26,0.839,0.422,0.713,0.907,0.113,-13.504,0.137,119.978
40,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,6DUcCvPVqYlKL5iHswCbdL,"Welcome In This World, Emily! - Original Mix",Seasons & Circles,nikosf.,2012-02-28,397377,16,0.686,0.72,0.259,0.949,0.108,-21.493,0.0463,122.03
41,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,7sJDesnd4WUGO8kh9jyJa7,Cellar Door,Poems,Purl,2019-03-26,406553,16,0.588,0.795,0.346,0.908,0.175,-21.98,0.042,110.015
42,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,1epu6KNwZjVuyoa4GBLdmL,G3,Ikikieriö,Monoder,2004-08-01,464720,20,0.644,0.22,0.531,0.865,0.102,-15.069,0.0431,121.998
43,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,2HuwOHBRd0xWbwJG06ISo4,Test 3,Acid Test 09,Donato Dozzy,2014-04-28,436628,23,0.486,0.653,0.302,0.846,0.11,-19.83,0.0378,114.997
44,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,6FO4TLGoV1DEuhRgkpfk84,Manaan,CONVEYOR BELT,DRINKS MENU,2020-05-03,158638,4,0.128,0.988,0.163,0.744,0.0848,-31.366,0.0428,146.407
45,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,61EsVpw4ZDl3ulRW47sEGH,Alto,Take Me With You,Anthony Naples,2018-11-07,178500,36,0.133,0.508,0.294,0.916,0.135,-17.017,0.0393,79.642
46,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,05Y1Aze2Yj9Vp5Og1wic3Z,Luminescent,Kettle Point,Rod Modell,2003,479213,26,0.762,0.0166,0.448,0.928,0.365,-16.235,0.0581,119.992
47,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,1SnP2NbqomO3OFPyyvF7bI,4k Murmurs (feat. J),Signs,Purelink,2023-09-15,433965,37,0.59,0.876,0.227,0.917,0.066,-26.254,0.0461,116.007
48,spotify:playlist:4WaZH7QN2u6nJFYG5HMahM,lil bitta dubby tekno ya dog,4OuXLMlMF0UUrCKAEqqHhw,Near Mint,Past And Present EP,Ben Buitendijk,2017-07-24,429963,19,0.804,0.33,0.735,0.934,0.0834,-15.196,0.0633,126.606
49,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,1F1Dm72g4B182v6jTj5Dm3,Une barque sur l'océan from Miroirs,Call Me By Your Name (Original Motion Picture Soundtrack),Various Artists,2017-11-03,430567,52,0.292,0.981,0.113,0.887,0.0871,-21.698,0.0403,68.081
50,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,4uQ5jlSYLeu0RyqawohVNk,F# Noodles,The Andy Warhol Diaries (Soundtrack from the Netflix Series),Brad Oberhofer,2022-09-09,150803,36,0.193,0.992,0.0223,0.887,0.123,-38.772,0.0405,49.462
51,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,5SnYnqM27WNCTN8siQqtbv,Mother's Love,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",Emahoy Tsege Mariam Gebru,2006,219146,47,0.419,0.996,0.0351,0.945,0.0941,-24.865,0.0505,72.238
52,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,6MZbPhpqijqMQQjg9h7CYb,Just When You Need Yourself Most,The Andy Warhol Diaries (Soundtrack from the Netflix Series),Brad Oberhofer,2022-09-09,95717,57,0.284,0.992,0.00915,0.81,0.0868,-32.812,0.0326,83.27
53,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,79w60nqku9nPqJkw2pBNMU,Where the Mountain Meets the Ocean,The Andy Warhol Diaries (Soundtrack from the Netflix Series),Brad Oberhofer,2022-09-09,84048,60,0.378,0.99,0.00436,0.915,0.079,-29.982,0.0433,78.748
54,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,6Pqvqof9pHGSO5G39Jj0iF,Ulpiano,Ulpiano II (Live at The Arboretum),The Vernon Spring,2020-08-14,69093,50,0.543,0.992,0.0771,0.922,0.0949,-22.6,0.0549,133.162
55,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,2p1pp3Bx37JGop6c1VXyll,Rockaway in the Rain,City in the Sky (Piano Works),Elijah Fox,2020-09-09,73584,55,0.566,0.995,0.0389,0.934,0.0735,-34.486,0.0329,110.025
56,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,2M4A8hPavHmdL98Ea0hgv9,Minuscule,Midsummer Dreams,Jiří Horák,2022-05-06,107777,54,0.537,0.992,0.042,0.886,0.113,-31.017,0.0352,114.321
57,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,0wThM6lEj42xqloOv5UIzk,Greenpoint,City in the Sky (Piano Works),Elijah Fox,2020-09-09,126226,50,0.245,0.995,0.017,0.899,0.116,-33.648,0.0327,85.157
58,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,5qoxaTocADLacguJtCaGU7,Happy Tears,Modulations: EP2,James Heather,2021-05-28,105500,56,0.277,0.993,0.0278,0.922,0.109,-27.299,0.048,68.3
59,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,4NZdu1A7BaLDXFmoAvazPS,Surface Waves,The Turn,Ben Crosland,2020-06-19,138253,52,0.432,0.994,0.0206,0.947,0.136,-24.407,0.043,88.995
60,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,2AlpAu4CIgmLnoWeeTGvvF,Leo Theo,Dolphin,Greg Foat,2023-06-16,110641,47,0.386,0.93,0.0303,0.936,0.136,-18.081,0.0533,75.013
61,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,0SnDaos7M7MgyHDTJH1B7G,Sabena,Dolphin,Greg Foat,2023-06-16,572908,29,0.245,0.924,0.0671,0.881,0.116,-19.549,0.0325,67.147
62,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,1Y7E1XMWnmVQH0rqN59Qk0,What's Happening Brother,What's Happening Brother,The Vernon Spring,2021-06-30,156546,1,0.317,0.985,0.0763,0.887,0.0958,-23.095,0.0399,94.406
63,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,5BwR0cMZm1z1QJqvJl3pWU,Following the Clock to Sleep,Following the Clock to Sleep,Oberhofer,2020-04-10,129266,52,0.517,0.994,0.00328,0.967,0.33,-34.417,0.0504,69.963
64,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,3ysYqlfJFsqmt5ip28ZwUl,恋の予感,Wander Into,Ann Annie,2019-05-20,168750,40,0.356,0.865,0.0965,0.887,0.0952,-19.093,0.0406,132.715
65,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,4ekCMv9SKM77U5neGncKJw,Vinegar Hill,Wyoming (Piano Works),Elijah Fox,2023-07-21,72722,60,0.457,0.987,0.142,0.959,0.109,-22.529,0.0474,69.363
66,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,7CcNtj0n4GiioFasxa9Nfc,Dreamscape,Dreamscape,Austin Farwell,2021-01-17,114426,62,0.346,0.987,0.00441,0.911,0.0942,-25.627,0.0394,77.182
67,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,5pmtQgEZZA2Kdi2DI9UNlo,Central Park West,City in the Sky (Piano Works),Elijah Fox,2020-09-09,125660,48,0.342,0.995,0.0206,0.912,0.097,-34.02,0.0331,95.506
68,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,6q4yJfdPmQh5OkzJHrj538,MUJI2020,Playing the Piano 12122020,Ryuichi Sakamoto,2021-12-12,134301,47,0.562,0.993,0.0429,0.945,0.119,-21.516,0.0708,111.163
69,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,1LTqDuPLwsbVvmQVMDE4wf,Ontario,Wyoming (Piano Works),Elijah Fox,2023-07-21,149343,46,0.38,0.982,0.19,0.898,0.102,-24.5,0.033,192.239
70,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,6IVIZuZrtuSlSPghHR1vRU,Before You Left,"Preludes, Book 1 - Streams",Yehezkel Raz,2019-12-10,110900,65,0.473,0.995,0.00366,0.956,0.0996,-37.476,0.0358,94.988
71,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,3ZWAtpmC9UdjIZtiZ2dwp0,Prélude,"Ravel: Miroirs, Jeux D'Eau, Pavane Pour Une Infante Défunte",Maurice Ravel,1994,83011,46,0.412,0.994,0.00447,0.959,0.085,-41.052,0.0479,66.479
72,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,7nY0EUXcdQBxslzzH5coH6,Viento Calido,Dolphin,Greg Foat,2023-06-16,402040,33,0.579,0.687,0.516,0.789,0.0886,-12.658,0.026,99.998
73,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,6FoDtlmGeNiUwn65U77RIE,Shinjuku - DJ-Kicks,DJ-Kicks EP,Kamaal Williams,2019-10-24,132063,44,0.391,0.987,0.165,0.867,0.142,-14.057,0.0398,112.127
74,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,6SIUbcqmVn4zTVDLeY5mMC,Infinite Love,Kajillionaire (Original Motion Picture Soundtrack),Emile Mosseri,2020-09-25,145688,61,0.246,0.977,0.217,0.957,0.206,-18.002,0.0422,124.801
75,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,5qbg0ytztMOfYJOPxZoZpD,Our Love,Kajillionaire (Original Motion Picture Soundtrack),Emile Mosseri,2020-09-25,125313,53,0.292,0.987,0.0803,0.967,0.109,-22.389,0.0396,76.082
76,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,1UjI4B3gCKYxDMTd0n7J9Q,Cigarra,Ecomúsica: Conversas de um Piano Com a Fauna Brasileira,Fabio Caramuru,2015-11-10,299472,38,0.246,0.973,0.13,0.473,0.122,-20.816,0.0336,136.663
77,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,33Wyw49Y1qAItB6zWXFvs1,Forget About Me,SPIRALS,Nick Leng,2022-07-22,212722,31,0.601,0.543,0.751,0.842,0.159,-8.338,0.169,110.019
78,spotify:playlist:64vOjzmhwAIVgu64Lc8eit,piaaaano,5LAmtU0lttRPuzMOp0JHGj,Forever Never,Preludes,Flaer,2023-08-04,233260,30,0.257,0.961,0.0622,0.942,0.146,-32.515,0.0329,135.494
79,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,5WR54xSw59vPETCbTxp0td,Magnificent Moon,Wax /// Wane,Lucien Johnson,2021-03-31,370560,30,0.614,0.902,0.259,0.823,0.112,-15.848,0.0378,97.924
80,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,7cFe1MaKO4p4ZJpGigCtUd,Stories from India,Oneness,Matthew Halsall,2019-09-27,573453,20,0.469,0.624,0.409,0.902,0.0847,-13.427,0.031,123.073
81,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,6W6iCHIlyiYq2oAWBrT3tt,Calder Shapes,Calder Shapes,Matthew Halsall,2023-07-07,428653,34,0.447,0.695,0.475,0.868,0.102,-12.614,0.0346,107.53
82,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,4uQ5jlSYLeu0RyqawohVNk,F# Noodles,The Andy Warhol Diaries (Soundtrack from the Netflix Series),Brad Oberhofer,2022-09-09,150803,36,0.193,0.992,0.0223,0.887,0.123,-38.772,0.0405,49.462
83,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,5SnYnqM27WNCTN8siQqtbv,Mother's Love,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",Emahoy Tsege Mariam Gebru,2006,219146,47,0.419,0.996,0.0351,0.945,0.0941,-24.865,0.0505,72.238
84,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,25xoo7vgqfzlQ8mDYL2daL,Amoria,Amoria,Gianni Brezzo,2022-11-18,141935,44,0.181,0.957,0.201,0.779,0.116,-19.027,0.0394,77.178
85,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,2b7mhgBdpvDCLYGK8nRfMX,Words Left Unspoken,Horizons,Jasmine Myra,2022-07-15,400800,43,0.534,0.95,0.231,0.895,0.0988,-15.927,0.0303,114.991
86,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,5xxHyBIK5bo3Uruer0hlGh,Horizons,Horizons,Jasmine Myra,2022-07-15,323320,39,0.413,0.721,0.329,0.919,0.101,-14.006,0.026,98.896
87,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,7nY0EUXcdQBxslzzH5coH6,Viento Calido,Dolphin,Greg Foat,2023-06-16,402040,33,0.579,0.687,0.516,0.789,0.0886,-12.658,0.026,99.998
88,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,7nY0EUXcdQBxslzzH5coH6,Viento Calido,Dolphin,Greg Foat,2023-06-16,402040,33,0.579,0.687,0.516,0.789,0.0886,-12.658,0.026,99.998
89,spotify:playlist:206axeAKIS5d8uK6f9cjEL,werk tunesss,6FoDtlmGeNiUwn65U77RIE,Shinjuku - DJ-Kicks,DJ-Kicks EP,Kamaal Williams,2019-10-24,132063,44,0.391,0.987,0.165,0.867,0.142,-14.057,0.0398,112.127
90,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,21LXAFeRB4WwBSpHx523Yq,I'm in Love,Disco Documentary - Full of Funk,Nana Love,2014-08-11,707834,13,0.62,0.00162,0.879,0.553,0.0761,-5.036,0.0289,129.147
91,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,4DOYL3ED8fw4gIqkIlKhAx,Floral Mechanics,Northern Angelique,Citizen Maze,2020-12-18,408000,4,0.282,0.199,0.699,0.861,0.101,-14.909,0.0749,120.019
92,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1E6Uyrtkp55X2tgNDcEv7t,Land Of Love,The Modern African Spirit (Soulstance presents),Soulstance,2019-03-22,372540,17,0.865,0.0849,0.835,0.791,0.0973,-6.562,0.052,123.018
93,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,2ezQq2qWhGO6J6q5JwC50d,All Of The Time,Loving In Stereo,Jungle,2021-08-13,182040,69,0.694,0.0367,0.874,0.0963,0.955,-5.988,0.0413,130.007
94,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1umKrwGtLeRLd9InuebzP0,You Can Have It All,Rock Your Baby,George McCrae,1974,174000,48,0.424,0.447,0.837,0.027,0.152,-9.941,0.154,104.641
95,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,0wWAvABUlvDPqrCaeMCR1f,Solo,Solo,HANAH,2022-10-05,293630,37,0.637,0.887,0.415,0.58,0.1,-15.331,0.0419,119.957
96,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,3assFQOhzidEmQNX8vDr76,HOLY ROLLER,ART MAKE LOVE,30/70,2023-02-17,276626,23,0.847,0.361,0.57,0.00782,0.104,-7.101,0.0458,109.968
97,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,0V91Jpc1kQ1siEpd9LIQZW,Painted the Room,Prize,Rozi Plain,2023-01-13,253013,0,0.663,0.501,0.626,0.817,0.111,-11.633,0.0397,93.015
98,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,4GXnrUwO1xDUKrPlNxcJSz,Don't Give In - Street Soul Vocal Radio Edit,Don't Give In,Ruf Dug,2022-07-05,226663,23,0.743,0.287,0.421,0.0494,0.322,-11.088,0.108,86.992
99,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,234ihgRn0ndSpHMUDEVmoc,Golden Rule,No Time For Dreaming,Charles Bradley,2011-01-25,209351,0,0.695,0.0121,0.736,0.00782,0.0858,-8.124,0.0424,109.422
100,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,1s4dt9PEMuaZqdOIwbJXfo,Second Dinner,Mr Experience,Donny Benét,2020-05-22,217332,31,0.778,0.0021,0.71,0.798,0.335,-6.657,0.0319,113.972
101,spotify:playlist:1qle4j6KeXUZuEAgkN9owp,Shazams,7MaOXC0eeBEAVp8b0IxWVS,Hot Stuff,Don't Check Me With No Lightweight Stuff,I-Roy,1992-12-31,169106,26,0.676,0.197,0.718,0.0,0.388,-7.103,0.201,77.424
